"","X","game_id","time","human_id","ai_id","prolific_id","condition","difficulty","confidence","comments","game","round","human_action","human_rt","ai_action","ai_rt","winner","round_condition","stage","score","stage.f","game.f","interaction_lvl","opp_type","condition.f","adj_score"
"50",50,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",10,"paper",431,"scissors",711.8633988,"AI","Level2",3,-1,"Stage 3","RPS","second interaction","Level_2","lvl_2 first",-1
"51",51,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",1,"scissors",5683,"paper",1067.348872,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"52",52,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",2,"scissors",738,"rock",1817.406162,"AI","Level1",4,-1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",-1
"53",53,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",3,"paper",964,"rock",961.7557287,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"54",54,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",4,"rock",611,"scissors",788.2968545,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"55",55,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",5,"scissors",1499,"paper",1339.436654,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"56",56,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",6,"paper",1014,"rock",1717.630135,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"57",57,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",7,"rock",1190,"scissors",1786.678893,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"58",58,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",8,"scissors",842,"paper",953.8153155,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"59",59,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",9,"paper",399,"rock",658.1327459,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"60",60,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","rps",10,"rock",838,"scissors",642.9734203,"human","Level1",4,1,"Stage 4","RPS","second interaction","Level_1","lvl_2 first",1
"61",61,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","fwg",1,"fire",8594,"grass",983.4345152,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"62",62,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","fwg",2,"grass",910,"water",1422.608684,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"63",63,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","fwg",3,"water",638,"fire",568.109016,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"64",64,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","fwg",4,"fire",658,"grass",1929.565896,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"65",65,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","fwg",5,"grass",749,"water",1808.315457,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
"66",66,"012756c9-2422-4c6e-b928-7950afcd5d1f",NA,"bZg1T3MNoItL6b7qAAAj","b-uT4ngv4UfdKHPJAAAk","5c3872541736360001471ca0","Level2",10,95,"If the opponent win with a certain move, he will almost always keep that same move in the next round. If he loses, he will try to beat my previous winning move so in order to win you had to win the first time and then always put the weak move to your previos winning move. It seemed to me that sometimes the opponent would know that and tried to counter this thought process, that's why I happened to lost a few times.","fwg",6,"water",817,"fire",1491.233713,"human","Level2",1,1,"Stage 1","FWG","first interaction","Level_2","lvl_2 first",1
